"id","measurement","time"
"-M_SK_aoemvXEzs7iqnq","75","Tue, 11 May 2021 21:30:10 GMT"
"-M_SKc1ZW-QAO2_Yun6u","75.125","Tue, 11 May 2021 21:30:20 GMT"
"-M_SKekas7K-D9QtY59U","74.8125","Tue, 11 May 2021 21:30:30 GMT"
"-M_SKhBasJ0rJfqn8EpF","74.5","Tue, 11 May 2021 21:30:41 GMT"
"-M_SKjMdI4usfjNNMMhX","74.5","Tue, 11 May 2021 21:30:50 GMT"
"-M_SKnBHJJGLoy04i7J7","73.6875","Tue, 11 May 2021 21:31:06 GMT"
"-M_SKoRZguhsYFcPIJml","73.3125","Tue, 11 May 2021 21:31:10 GMT"
"-M_SKqgM-TxxfQ64XYQT","72.875","Tue, 11 May 2021 21:31:20 GMT"
"-M_SKtrIZMY8AF90vgzk","72.5625","Tue, 11 May 2021 21:31:32 GMT"
"-M_SKvrUNvHOzzIba4vy","72.25","Tue, 11 May 2021 21:31:41 GMT"
"-M_SKy-bI61zBxiQOHCr","71.875","Tue, 11 May 2021 21:31:50 GMT"
"-M_SL-jIKRwXHCeTWWtX","71.5","Tue, 11 May 2021 21:32:01 GMT"
"-M_SL1t5_Pxy2KJztGlk","71.25","Tue, 11 May 2021 21:32:10 GMT"
"-M_SL4KbVkVJNNqFoWzz","70.9375","Tue, 11 May 2021 21:32:20 GMT"
"-M_SL72fsjA8mYveBTzi","70.625","Tue, 11 May 2021 21:32:31 GMT"
"-M_SL9DpWMKlaQ92OCFj","70.1875","Tue, 11 May 2021 21:32:40 GMT"
"-M_SLBeM_IO7163Efyc9","69.875","Tue, 11 May 2021 21:32:50 GMT"
"-M_SLE5KAyG1xK5h4II1","69.5","Tue, 11 May 2021 21:33:00 GMT"
"-M_SLGY4X67GtR4YH5WI","69.1875","Tue, 11 May 2021 21:33:10 GMT"
"-M_SLJ-hlCF2EcpDjA6R","68.75","Tue, 11 May 2021 21:33:20 GMT"
"-M_SLLQPfnS74ePUv-OB","68.5","Tue, 11 May 2021 21:33:30 GMT"
"-M_SLO6gQszLqvl8PtWF","68.1875","Tue, 11 May 2021 21:33:41 GMT"
"-M_SLQKAMFldATRZ6I22","67.8125","Tue, 11 May 2021 21:33:50 GMT"
"-M_SLSjo64lAu5oecpQI","67.8125","Tue, 11 May 2021 21:34:00 GMT"
"-M_SLVBDreDu0Jxuk-Mb","67.1875","Tue, 11 May 2021 21:34:10 GMT"
"-M_SLXcah5HUBvvGBuW6","66.875","Tue, 11 May 2021 21:34:20 GMT"
"-M_SLaETwVlLQvXKu-Iw","66.5","Tue, 11 May 2021 21:34:35 GMT"
"-M_SLgPyfo0P1R_OR2hW","66.125","Tue, 11 May 2021 21:35:00 GMT"
"-M_SLgTsSY_YCzWGYOZt","65.8125","Tue, 11 May 2021 21:35:10 GMT"
"-M_SLiv-ZYmSyvfXg6UQ","65.8125","Tue, 11 May 2021 21:35:20 GMT"
"-M_SLlLqX_lNPPKAxOwD","64.8125","Tue, 11 May 2021 21:35:30 GMT"
"-M_SLnn5kXluMNeMgg_6","64.5","Tue, 11 May 2021 21:35:40 GMT"
"-M_SLqEHvdjsq__f_hip","64.25","Tue, 11 May 2021 21:35:50 GMT"
"-M_SLsfc2clOrGPvqnhd","64","Tue, 11 May 2021 21:36:00 GMT"
"-M_SLv7C6LRWc404Sr8b","63.75","Tue, 11 May 2021 21:36:10 GMT"
"-M_SLxZRoZsXWRMlPR4B","63.5","Tue, 11 May 2021 21:36:20 GMT"
"-M_SM-1KuTSvHboJbaIw","63.1875","Tue, 11 May 2021 21:36:30 GMT"
"-M_SM1S-6sFHTw8IYbuL","62.9375","Tue, 11 May 2021 21:36:40 GMT"
"-M_SM3t6Aum2MBr6dGej","62.625","Tue, 11 May 2021 21:36:50 GMT"
"-M_SM6L4HC_rt8PZQuST","62.375","Tue, 11 May 2021 21:37:00 GMT"
"-M_SM8lP-DEsHGXsrD-1","62.125","Tue, 11 May 2021 21:37:10 GMT"
"-M_SMBCedzuHGeuwq8XO","61.875","Tue, 11 May 2021 21:37:20 GMT"
"-M_SMDdwdiwP975HQA_y","61.625","Tue, 11 May 2021 21:37:30 GMT"
"-M_SMG53uM8uId9YT-R4","61.375","Tue, 11 May 2021 21:37:40 GMT"
"-M_SMIXSn4LmoRHC4wYr","61.125","Tue, 11 May 2021 21:37:51 GMT"
"-M_SMLCkJ2LZ6xuXnqaX","60.875","Tue, 11 May 2021 21:38:00 GMT"
"-M_SMNRJT03XQloR0_IM","60.625","Tue, 11 May 2021 21:38:10 GMT"
"-M_SMPrmXmCRa2B3yFW8","60.625","Tue, 11 May 2021 21:38:20 GMT"
"-M_SMSIszO2Ksyce0wEv","60.125","Tue, 11 May 2021 21:38:30 GMT"
"-M_SMUjeiejBUF1n_zrm","59.875","Tue, 11 May 2021 21:38:40 GMT"
"-M_SMXBpEwXdILuF-5K0","59.6875","Tue, 11 May 2021 21:38:51 GMT"
"-M_SMZntnwpU4KR6JkxG","59.4375","Tue, 11 May 2021 21:39:02 GMT"
"-M_SMbQQ6PSViWsAAw1y","59.25","Tue, 11 May 2021 21:39:10 GMT"
"-M_SMdW9zkWE2KLlEkVL","59","Tue, 11 May 2021 21:39:20 GMT"
"-M_SMfy0N_TwZiMvFYDk","58.75","Tue, 11 May 2021 21:39:30 GMT"
"-M_SMiOnZQoGEabmcPtD","58.4375","Tue, 11 May 2021 21:39:40 GMT"
"-M_SMkpo_ziafj2mBUm5","58.25","Tue, 11 May 2021 21:39:50 GMT"
"-M_SMnH5g7Sv6OAbo6Rl","58.0625","Tue, 11 May 2021 21:40:00 GMT"
"-M_SMpiW8g9TaphLvaPZ","57.8125","Tue, 11 May 2021 21:40:10 GMT"
"-M_SMs9kVhx2uPKdwhTC","57.5625","Tue, 11 May 2021 21:40:20 GMT"
"-M_SMuavN_QXwa5M-ye7","57.375","Tue, 11 May 2021 21:40:30 GMT"
"-M_SMx20Q0jW3vJ7APON","57.25","Tue, 11 May 2021 21:40:40 GMT"
"-M_SMzUNeyixNe71YToW","57","Tue, 11 May 2021 21:40:50 GMT"
"-M_SN1AsKKEULoocripX","56.75","Tue, 11 May 2021 21:41:00 GMT"
"-M_SN3NoMnkGqWDAGqoi","56.5","Tue, 11 May 2021 21:41:10 GMT"
"-M_SN5nqLQMM7YF-snpt","56.5","Tue, 11 May 2021 21:41:20 GMT"
"-M_SN8FECGUqiZ2AqY1z","56.125","Tue, 11 May 2021 21:41:30 GMT"
"-M_SNAgHhOsozplR2ecM","55.875","Tue, 11 May 2021 21:41:40 GMT"
"-M_SND7WMLtsVZnWr9Sp","55.6875","Tue, 11 May 2021 21:41:50 GMT"
"-M_SNFZgJhO0g8AACC4E","55.5","Tue, 11 May 2021 21:42:00 GMT"
"-M_SNI0OSDj3oUld9E9q","55.375","Tue, 11 May 2021 21:42:10 GMT"
"-M_SNKfcz10hOakI09mP","55.25","Tue, 11 May 2021 21:42:20 GMT"
"-M_SNMuOG8eToLL-9KeO","55","Tue, 11 May 2021 21:42:30 GMT"
"-M_SNPL9Ar4xD-4cG_oE","54.8125","Tue, 11 May 2021 21:42:40 GMT"
"-M_SNRmQLt9hFUpKqPGY","54.625","Tue, 11 May 2021 21:42:50 GMT"
"-M_SNUDdPuQAf2naWsM6","54.4375","Tue, 11 May 2021 21:43:00 GMT"
"-M_SNWepa1TnRe9Xtl3z","54.25","Tue, 11 May 2021 21:43:10 GMT"
"-M_SNZ5txECN7e2ACOYT","54.0625","Tue, 11 May 2021 21:43:20 GMT"
"-M_SNaY30a1nindG9JgC","53.9375","Tue, 11 May 2021 21:43:30 GMT"
"-M_SNczMKOMO-SL6iCAE","53.75","Tue, 11 May 2021 21:43:40 GMT"
"-M_SNfQvEa3Vledqwh_V","53.5625","Tue, 11 May 2021 21:43:50 GMT"
"-M_SNhsTIgn-6DRwvFE8","53.375","Tue, 11 May 2021 21:44:01 GMT"
"-M_SNkZOOjY6hDkejEqC","53.25","Tue, 11 May 2021 21:44:10 GMT"
"-M_SNmkjlNxGUig05pDy","53.0625","Tue, 11 May 2021 21:44:20 GMT"
"-M_SNpCNM45lPrV0pwmm","53.0625","Tue, 11 May 2021 21:44:30 GMT"
"-M_SNrdC0xEWvh82Ce3m","52.75","Tue, 11 May 2021 21:44:40 GMT"
"-M_SNu4iKzUUSDv-nGEX","52.5625","Tue, 11 May 2021 21:44:50 GMT"
"-M_SNwXFLo_6MjxIfbq7","52.375","Tue, 11 May 2021 21:45:00 GMT"
"-M_SNyxs3WwFpk8jHe6O","52.1875","Tue, 11 May 2021 21:45:10 GMT"
"-M_SO0PlQdq6cs_Feo65","52.0625","Tue, 11 May 2021 21:45:20 GMT"
"-M_SO2qHWrqAEy8Y2ZpQ","51.875","Tue, 11 May 2021 21:45:31 GMT"
"-M_SO5PdH8bvU6uvpIXp","51.75","Tue, 11 May 2021 21:45:40 GMT"
"-M_SO7j5G67wrOB_OzSY","51.5625","Tue, 11 May 2021 21:45:52 GMT"
"-M_SOAYH3LP3YNclwXp7","51.4375","Tue, 11 May 2021 21:46:00 GMT"
"-M_SOCbujN5stsVzLI9I","51.25","Tue, 11 May 2021 21:46:10 GMT"
"-M_SOF3121ERcZaVn-9F","51.0625","Tue, 11 May 2021 21:46:20 GMT"
"-M_SOHV-vd8mSPSKEqJ1","50.9375","Tue, 11 May 2021 21:46:32 GMT"
"-M_SOKUo7gdCdD4T2ZzB","50.8125","Tue, 11 May 2021 21:46:40 GMT"
"-M_SOMNcWp5MNi-DsCB6","50.625","Tue, 11 May 2021 21:46:50 GMT"
"-M_SOOouU0qZnfwhk1Lv","50.5","Tue, 11 May 2021 21:47:00 GMT"
"-M_SORYVweOH73XlnBUT","50.3125","Tue, 11 May 2021 21:47:10 GMT"
"-M_SOTgsPDg4GiAvQuwY","50.1875","Tue, 11 May 2021 21:47:20 GMT"
"-M_SOW8eYbHcjzDKEGjR","50.1875","Tue, 11 May 2021 21:47:30 GMT"
"-M_SOY_MMdcsDIkW6tuI","49.875","Tue, 11 May 2021 21:47:40 GMT"
"-M_SOa0ZUmkEv4C2dunh","49.75","Tue, 11 May 2021 21:47:50 GMT"
"-M_SOcSsRjhTmR0p9Vxu","49.5625","Tue, 11 May 2021 21:48:00 GMT"
"-M_SOeuEi6-8KQCh_Pyn","49.375","Tue, 11 May 2021 21:48:10 GMT"
"-M_SOhLMqIcjmuwYUZLb","49.25","Tue, 11 May 2021 21:48:20 GMT"
"-M_SOjmXDrTI4TsQfOx8","49.125","Tue, 11 May 2021 21:48:30 GMT"
"-M_SOmDh1KSzrAOlYhLT","49","Tue, 11 May 2021 21:48:40 GMT"
"-M_SOof3ZiVhgave9Lfa","48.875","Tue, 11 May 2021 21:48:50 GMT"
"-M_SOr6KIgCr8eHd-vli","48.6875","Tue, 11 May 2021 21:49:00 GMT"
"-M_SOtYj3e7haKdiMijP","48.5625","Tue, 11 May 2021 21:49:10 GMT"
"-M_SOwMCPzbPbl9AqrjK","48.4375","Tue, 11 May 2021 21:49:20 GMT"
"-M_SOyRhYmIWcg2XQo1e","48.3125","Tue, 11 May 2021 21:49:32 GMT"
"-M_SP0hg-pnnBCE5wGVP","48.1875","Tue, 11 May 2021 21:49:40 GMT"
"-M_SP2KNZus93q6TPnYC","48.0625","Tue, 11 May 2021 21:49:50 GMT"
"-M_SP4lHKxBcaA2es-vg","47.9375","Tue, 11 May 2021 21:50:00 GMT"
"-M_SP8IzEWAs2WPP6vPj","47.8125","Tue, 11 May 2021 21:50:10 GMT"
"-M_SP9fXbEu_pUw1sRTL","47.6875","Tue, 11 May 2021 21:50:21 GMT"
"-M_SPCTSPRyKq-zKTdQw","47.6875","Tue, 11 May 2021 21:50:31 GMT"
"-M_SPEYLDVhBLIJbnGoJ","47.4375","Tue, 11 May 2021 21:50:42 GMT"
"-M_SPHgkDoAx6c8gFvci","47.3125","Tue, 11 May 2021 21:50:50 GMT"
"-M_SPJPkpIPLkg5jNxIp","47.1875","Tue, 11 May 2021 21:51:00 GMT"
"-M_SPLqkIgC-B-DeeiMG","47.0625","Tue, 11 May 2021 21:51:10 GMT"
"-M_SPOI55pexEfkg3sJP","46.9375","Tue, 11 May 2021 21:51:20 GMT"
"-M_SPQjG2BBm9DG8KJZn","46.8125","Tue, 11 May 2021 21:51:30 GMT"
"-M_SPTBBqo_RMTOb0oBu","46.6875","Tue, 11 May 2021 21:51:42 GMT"
"-M_SPW0PXVa5vjB-olss","46.5625","Tue, 11 May 2021 21:51:50 GMT"
"-M_SPY4lMjx5cGEaVxKG","46.4375","Tue, 11 May 2021 21:52:00 GMT"
"-M_SP_Vi7i5HYnmmT5eL","46.3125","Tue, 11 May 2021 21:52:10 GMT"
"-M_SPcY-If91VA_0gbUY","46.1875","Tue, 11 May 2021 21:52:22 GMT"
"-M_SPegUUyeiqeYiLihX","46.0625","Tue, 11 May 2021 21:52:30 GMT"
"-M_SPgp8uTYSrhWqY-C2","45.9375","Tue, 11 May 2021 21:52:40 GMT"
"-M_SPjH2NniXp1BNvqba","45.8125","Tue, 11 May 2021 21:52:50 GMT"
"-M_SPlhalKkQ6JqRdB4C","45.75","Tue, 11 May 2021 21:53:00 GMT"
"-M_SPo938HHFExLPHYFl","45.625","Tue, 11 May 2021 21:53:11 GMT"
"-M_SPqqKAO29m8JZKZbx","45.5","Tue, 11 May 2021 21:53:20 GMT"
"-M_SPt1M8v1giXIP011c","45.375","Tue, 11 May 2021 21:53:30 GMT"
"-M_SPvUaheEZlxMxMmTt","45.375","Tue, 11 May 2021 21:53:40 GMT"
"-M_SPxugHoIjfAV7XgKd","45.1875","Tue, 11 May 2021 21:53:50 GMT"
"-M_SQ-LmekWZtVI0_wFC","45.0625","Tue, 11 May 2021 21:54:00 GMT"
"-M_SQ1n6Bx5SbBLO4gPh","44.9375","Tue, 11 May 2021 21:54:10 GMT"
"-M_SQ4EFouleGWGSb7Ig","44.8125","Tue, 11 May 2021 21:54:20 GMT"
"-M_SQ6f_dw-0tRntvKt1","44.75","Tue, 11 May 2021 21:54:30 GMT"
"-M_SQ96vP4qpN6gXiHE4","44.625","Tue, 11 May 2021 21:54:40 GMT"
"-M_SQBZ1LPTX1a5gQOgz","44.5","Tue, 11 May 2021 21:54:50 GMT"
"-M_SQE-MTD1WbriJmplT","44.375","Tue, 11 May 2021 21:55:00 GMT"
"-M_SQGReTfvE48k2B_cd","44.25","Tue, 11 May 2021 21:55:10 GMT"
"-M_SQIsuphdBC7_abmuH","44.1875","Tue, 11 May 2021 21:55:20 GMT"
"-M_SQLK6cv_treaO2t4O","44.0625","Tue, 11 May 2021 21:55:30 GMT"
"-M_SQNlNvZEFTzGDDl9q","43.9375","Tue, 11 May 2021 21:55:40 GMT"
"-M_SQQCpeXodUU26PdyI","43.875","Tue, 11 May 2021 21:55:50 GMT"
"-M_SQSe-HsNvz5Co96A-","43.8125","Tue, 11 May 2021 21:56:00 GMT"
"-M_SQV5DJL_dkV0vrlpY","43.6875","Tue, 11 May 2021 21:56:11 GMT"
"-M_SQXuQgtj7N2GzW0ys","43.5625","Tue, 11 May 2021 21:56:20 GMT"
"-M_SQZylebkPSkhyoNVu","43.4375","Tue, 11 May 2021 21:56:30 GMT"
"-M_SQbQA_GpgnTUhZ9LD","43.4375","Tue, 11 May 2021 21:56:40 GMT"
"-M_SQdr9cu5hDAIbEvUS","43.25","Tue, 11 May 2021 21:56:50 GMT"
"-M_SQgISiBF7h7FciE0m","43.125","Tue, 11 May 2021 21:57:00 GMT"
"-M_SQijknObTiNNCZB1Y","43.0625","Tue, 11 May 2021 21:57:10 GMT"
"-M_SQlAwM7ZmBPO6Ihfn","42.9375","Tue, 11 May 2021 21:57:20 GMT"
"-M_SQncQdLJ51mJ8xeNh","42.8125","Tue, 11 May 2021 21:57:30 GMT"
"-M_SQq3Zy_q-e2oev2o9","42.75","Tue, 11 May 2021 21:57:40 GMT"
"-M_SQsVl3H_7jXt-722p","42.625","Tue, 11 May 2021 21:57:50 GMT"
"-M_SQuxWhe45tesJlBvN","42.5625","Tue, 11 May 2021 21:58:00 GMT"
"-M_SQxOaNZPcZuIQVBML","42.4375","Tue, 11 May 2021 21:58:10 GMT"
"-M_SQzqGrVrix5dFMlIl","42.375","Tue, 11 May 2021 21:58:20 GMT"
"-M_SR1HWSjpXnKyapUDp","42.25","Tue, 11 May 2021 21:58:30 GMT"
"-M_SR3iPy1TPV6k6htZg","42.1875","Tue, 11 May 2021 21:58:40 GMT"
"-M_SR6R4_4DW9rM79b6z","42.0625","Tue, 11 May 2021 21:58:50 GMT"
"-M_SR8ajtR7Z3ihkc6mG","42","Tue, 11 May 2021 21:59:00 GMT"
"-M_SRB26g7V4ekWRjSBl","41.9375","Tue, 11 May 2021 21:59:10 GMT"
"-M_SRDUPonjWOVQRo_Qg","41.8125","Tue, 11 May 2021 21:59:22 GMT"
"-M_SRGCveg0811Tl6roh","41.6875","Tue, 11 May 2021 21:59:30 GMT"
"-M_SRIMt1UHJnL3SAod3","41.625","Tue, 11 May 2021 21:59:40 GMT"
"-M_SRKo_R0knNnNlb7tt","41.625","Tue, 11 May 2021 21:59:50 GMT"
"-M_SRNFynD5XRDp4Ja3S","41.4375","Tue, 11 May 2021 22:00:00 GMT"
"-M_SRPglHaTRCtD0ohYJ","41.375","Tue, 11 May 2021 22:00:10 GMT"
"-M_SRS8NWhTsVWWlHOh7","41.3125","Tue, 11 May 2021 22:00:20 GMT"
"-M_SRU_dRc0S4EgOi5fH","41.25","Tue, 11 May 2021 22:00:30 GMT"
"-M_SRX0cdIaM2HDFv-Iz","41.125","Tue, 11 May 2021 22:00:40 GMT"
"-M_SRZSdph42s8uEK7QP","41","Tue, 11 May 2021 22:00:50 GMT"
"-M_SRatqUEVPb0bO8omI","40.9375","Tue, 11 May 2021 22:01:00 GMT"
"-M_SRdOM3mK3hoazK9Mw","40.875","Tue, 11 May 2021 22:01:10 GMT"
"-M_SRfmX776-kzK4UVfm","40.75","Tue, 11 May 2021 22:01:20 GMT"
"-M_SRiDm4gOq4DNj8XH2","40.6875","Tue, 11 May 2021 22:01:30 GMT"
"-M_SRkekDCC2XxWsqnEm","40.5625","Tue, 11 May 2021 22:01:40 GMT"
"-M_SRn6M5PPqU1f9Te9D","40.5","Tue, 11 May 2021 22:01:50 GMT"
"-M_SRpYES_04fgorPG1L","40.4375","Tue, 11 May 2021 22:02:00 GMT"
"-M_SRrzCTRiHaIMcqpjO","40.3125","Tue, 11 May 2021 22:02:10 GMT"
"-M_SRuQYHH1Q-g-CgRc0","40.25","Tue, 11 May 2021 22:02:20 GMT"
"-M_SRx6YfqrzI7_fY1F3","40.1875","Tue, 11 May 2021 22:02:30 GMT"
"-M_SRzIyjEN17qxwnLCF","40.125","Tue, 11 May 2021 22:02:40 GMT"
"-M_SS0k8tR1FGKBLsFS6","40.125","Tue, 11 May 2021 22:02:50 GMT"
"-M_SS3BY-8dB8ROHcNhy","40","Tue, 11 May 2021 22:03:00 GMT"
"-M_SS5cki5Cmzu58rrFy","39.875","Tue, 11 May 2021 22:03:10 GMT"
"-M_SS84s4ezmTqTNhiag","39.8125","Tue, 11 May 2021 22:03:20 GMT"
"-M_SSAWkrWd9BZDes1W6","39.75","Tue, 11 May 2021 22:03:30 GMT"
"-M_SSCyGfkhSkgkCnsfJ","39.625","Tue, 11 May 2021 22:03:40 GMT"
"-M_SSFmWvuFlRBbloAUt","39.5625","Tue, 11 May 2021 22:03:51 GMT"
"-M_SSI56nFxUOsOaIKXP","39.5","Tue, 11 May 2021 22:04:00 GMT"
"-M_SSKHqnYQpBpe8KyjO","39.4375","Tue, 11 May 2021 22:04:12 GMT"
"-M_SSN2_gyReqAn7mE45","39.375","Tue, 11 May 2021 22:04:20 GMT"
"-M_SSPA24-E5eFsTdf_Z","39.25","Tue, 11 May 2021 22:04:30 GMT"
"-M_SSRbL7YRJlifTcScf","39.1875","Tue, 11 May 2021 22:04:40 GMT"
"-M_SSU2CIfCexX1awybQ","39.125","Tue, 11 May 2021 22:04:50 GMT"
"-M_SSWUO-4Xzf7ANpF8N","39.0625","Tue, 11 May 2021 22:05:00 GMT"
"-M_SSYvp52tznRvk--Bu","38.9375","Tue, 11 May 2021 22:05:10 GMT"
"-M_SSaMvu-P4jC8wyemO","38.875","Tue, 11 May 2021 22:05:20 GMT"
"-M_SSd5Etr6jgTI04KBE","38.8125","Tue, 11 May 2021 22:05:30 GMT"
"-M_SSfFyW4hD0zysKF6V","38.75","Tue, 11 May 2021 22:05:40 GMT"
"-M_SShh7-rdiJl1pCb-8","38.75","Tue, 11 May 2021 22:05:50 GMT"
"-M_SSk8UKbM0flpn3mk_","38.5625","Tue, 11 May 2021 22:06:00 GMT"
"-M_SSma0ELIRuIyv7GH7","38.5","Tue, 11 May 2021 22:06:11 GMT"
"-M_SSp27ZYBhiPM4epHl","38.4375","Tue, 11 May 2021 22:06:20 GMT"
"-M_SSrTCnulxIYsEpzsY","38.375","Tue, 11 May 2021 22:06:30 GMT"
"-M_SStuSf06I8k8QoUYm","38.3125","Tue, 11 May 2021 22:06:42 GMT"
"-M_SSwggVVVd3T83S7S1","38.25","Tue, 11 May 2021 22:06:50 GMT"
"-M_SSymog3jnrTetT45p","38.125","Tue, 11 May 2021 22:07:00 GMT"
"-M_ST0DrspnXxWeYxXtq","38.0625","Tue, 11 May 2021 22:07:10 GMT"
"-M_ST2f3O5OrmosziSjF","38","Tue, 11 May 2021 22:07:20 GMT"
"-M_ST56NjMAym7vPvkPM","37.9375","Tue, 11 May 2021 22:07:30 GMT"
"-M_ST7Ydl22xrnd_zxBG","37.875","Tue, 11 May 2021 22:07:40 GMT"
"-M_ST9znJvIHcgD-qkcy","37.8125","Tue, 11 May 2021 22:07:50 GMT"
"-M_STCRU76CPTfuVFT_4","37.75","Tue, 11 May 2021 22:08:00 GMT"
"-M_STEtk8CndpTO5M5IZ","37.6875","Tue, 11 May 2021 22:08:10 GMT"
"-M_STHK6oz3hHNtIfKv3","37.625","Tue, 11 May 2021 22:08:20 GMT"
"-M_STK0KsHQ53646qjQg","37.5625","Tue, 11 May 2021 22:08:30 GMT"
"-M_STMCt8IAlGj0NXc1P","37.5","Tue, 11 May 2021 22:08:40 GMT"
"-M_STOdvm5HVnoLvTP7K","37.5","Tue, 11 May 2021 22:08:50 GMT"
"-M_STR53oTTIH_vQFfLO","37.3125","Tue, 11 May 2021 22:09:00 GMT"
"-M_STTXS2CouCh8xTd9J","37.25","Tue, 11 May 2021 22:09:10 GMT"
"-M_STVyPNnNNpbvKpgg0","37.1875","Tue, 11 May 2021 22:09:20 GMT"
"-M_STYPZxkpEmDWQa-CH","37.125","Tue, 11 May 2021 22:09:30 GMT"
"-M_ST_qb4kjKdZZ-BuAI","37.0625","Tue, 11 May 2021 22:09:40 GMT"
"-M_STcHr5Bm7QTheDjmC","37","Tue, 11 May 2021 22:09:50 GMT"
"-M_STej8wIfpLmEpRNAZ","36.9375","Tue, 11 May 2021 22:10:00 GMT"
